# created: Thu Nov 14 02:00:04 2013
# <aid>|<type>|<language>|<title>
# type: 1=primary title (one per anime), 2=synonyms (multiple per anime), 3=shorttitles (multiple per anime), 4=official title (one per language)
9630|4|ko|흑룡왕과 비호동자
1523|4|ko|라그나록 만화영화 버전
8889|4|ko|사사미양 노력하지 않아
3651|4|ko|스즈미야 하루히의 우울
551|2|ko|초신전설 우로츠키 동자
876|2|ko|초신전설 우로츠키 동자 미래편
877|2|ko|초신전설 우로츠키 동자 방랑편
5043|2|ko|초신전설 우로츠키 동자 완결편
3298|2|th|พานิ โพนิ แดช
943|2|ko|요코야마 미츠테루 삼국지
4045|4|ja|ヤンボウ ニンボウ トンボウ
6241|4|ja|はっけん たいけん だいすき! しまじろう
8330|4|ja|うたって てあそび! アンパンマンと もりのたから
5946|2|ja|ホワッツ マイケル?
3163|4|ja|オヨネコ ぶーにゃん
7113|4|ja|ヒャッコ エクストラ
4860|2|ja|マーダー プリンセス
5056|4|ko|갓파쿠와 여름방학을
6458|4|ja|パンキー ファンキー ベイビー
2821|4|ja|ウィッチ ヴィレッジ ストーリー
4521|4|th|โค้ด กีอัส ภาคการปฏิวัติของลูลูช
3077|4|ja|あしたへ フリーキック
683|2|ja|クイーン エメラルダス
309|2|ko|초앙천사 에스카레이어
5158|4|ja|おねがい マイメロディ すっきり♪
2369|4|th|บลีช เทพมรณะ
4063|4|ja|おまかせ スクラッパーズ
2984|4|ja|フタコイ オルタナティブ
56|4|th|เดอะ ปริ้นซ์ ออฟ เทนนิส
2380|4|th|เดอะ ปริ๊นซ์ ออฟ เทนนิส เดอะเฟิร์สเกม
4327|4|ja|コヨーテ ラグタイムショー
8549|2|ja|マブラヴ オルタネイティヴ トータル・イクリプス
5841|2|ja|クラナド アフターストーリー
5544|2|ja|ペルソナ トリニティ・ソウル
2391|4|th|บี๊ท นักล่าอสูร
3703|4|th|บี๊ท นักล่าอสูร เอ็กซ์เซลเลี่ยน
563|4|ja|チャンス トライアングルセッション
2843|4|ja|かしまし ～ガール・ミーツ・ガール～
110|4|ja|ナコルル ～あのひとからのおくりもの～
6394|2|ja|ソニック ナイト・オブ・ザ・ウェアホッグ
43|4|th|บลัด เดอะลาสท์แวมไพร์
632|4|th|โลกิ ปริศนาแร็กนาร็อค
4264|4|th|คิบะ ศึกอภินิหารข้ามภพ
6405|2|ja|ブレイク-エイジ
10133|4|ja|おれたち, ともだち!
10128|4|ja|ごめんね, ミーちゃん
1184|2|ko|음수성전: 트윈 엔젤
7208|2|ko|트라이건: 배드랜즈 럼블
5950|2|ko|공주노예: 암컷으로 저속해져가는 쌍둥이 왕녀
4049|4|th|เรย์: ดวงตาปาฏิหาริย์
6717|4|ja|おんたま!
3195|4|ja|かみちゅ!
6257|4|ja|けいおん!
3299|4|ja|となグラ!
5909|4|ja|とらドラ!
4594|4|ja|はぴねす!
8179|4|ja|まよチキ!
8306|4|ja|めんくい!
6182|4|ja|アキカン!
10233|4|ja|アマネェ!
1373|4|ja|コロッケ!
7671|3|ja|ドラクラ!
8083|4|ja|ノラゲキ!
2990|4|ja|パタリロ!
8825|4|ja|ピスはめ!
9948|4|ja|メガネブ!
5909|4|ko|토라도라!
2923|4|ja|おはよう! スパンク
9435|4|ja|がんばれ! ルルロロ
5170|4|ja|とびだせ! バッチリ
8719|4|ko|기어와라! 냐루코양
9523|4|ko|두근두근! 프리큐어
4409|4|ja|おねがい! サミアどん
9583|4|ja|がんばれ! おでんくん
1848|4|ja|がんばれ! キッカーズ
4474|4|ja|まもって! ロリポップ
9523|4|ja|ドキドキ! プリキュア
7375|2|ko|제비뽑기! 트라이앵글: 미하루 애프터
9856|4|ja|いけいけ! ももんちゃん
5548|4|ja|それいけ! アンパンマン
3171|4|ja|だいすき! ぶぶチャチャ
7547|4|ja|それいけ! アンパンマン とべ! とべ! ちびごん
9792|4|ja|それいけ! アンパンマン はしれ! わくわく アンパンマングランプリ
7746|4|ja|それいけ! アンパンマン おむすびまん
7749|4|ja|それいけ! アンパンマン ぼくらはヒーロー
7747|2|ja|それいけ! アンパンマン つきことしらたま ~ときめきダンシング~
9498|4|ja|それいけ! アンパンマン おうたとてあそび たのしいね
7745|4|ja|それいけ! アンパンマン おたんじょうびシリーズ
7739|4|ja|それいけ! アンパンマン けいとのしろのクリスマス
9938|4|ja|それいけ! アンパンマン アンパンマンとおやくそく
7743|2|ja|それいけ! アンパンマン ホラーマンとホラ♥ホラコ
7744|2|ja|それいけ! アンパンマン コキンちゃんとあおいなみだ
7737|2|ja|それいけ! アンパンマン ドキンちゃんのドキドキカレンダー
7751|2|ja|それいけ! アンパンマン やきそばパンマンとブラックサボテンマン
6079|2|ja|それいけ! アンパンマン ヒヤ・ヒヤ・ヒヤリコとばぶ・ばぶ・ばいきんまん
9455|4|ja|ぷちます! わっくわくっ!
9348|4|ja|アイカツ! アイドルカツドウ!
9445|4|ja|ぷちます! プチ・アイドルマスター
4258|4|ja|がんばれ! ぼくらのヒットエンドラン
6564|2|ko|엔젤비트!, 엔젤비츠!
8829|4|ja|うぽって!!
7307|4|ja|けいおん!!
8023|4|ja|エリート!!
6817|4|ja|フォルト!!
6671|2|ko|듀라라라!!
8991|4|ja|うぽって!! みあって わらって
1931|4|ja|ストップ!! ひばりくん!
2246|4|ja|あそぼう!! ハローキティ
10135|4|ja|ぷちます!! プチ・アイドルマスター
5806|4|ja|おねがい!サミアどん
3977|4|ja|とっても!ラッキーマン
8160|2|ja|フェイト/ゼロ
6436|2|ja|ドッグス/バレッツ&カーネイジ
3348|4|ja|フェイト/ステイナイト
7251|4|ja|バクマン.
4065|4|ja|ミニモニ. じゃてーびぃ
4066|4|ja|ミニモニ. やるのだぴょん
4217|4|ja|おばけの... ホーリー
5068|2|ja|プリズム·アーク
7327|2|ja|ドラゴン·フィスト
296|4|ja|ぷちぷり*ユーシィ
9227|2|ja|ガールズ&パンツァー
8844|4|ja|ゆるゆり♪♪
5852|4|ja|おねがい♪マイメロディ きららっ★
239|4|ta|நருடோ
266|3|th|โคนัน
4032|2|th|โฮลิค
916|2|ja|∀ガンダム
4317|4|ja|「エイジ」
325|4|ja|あたしンち
6872|4|ja|ありとはと
7001|4|ja|うさるさん
2481|4|ja|うた∽かた
8259|3|ja|うた☆プリ
3531|4|ja|えっちーず
3054|4|ja|おでんくん
9753|4|ja|かくしデレ
3632|4|ja|かっぱまき
9836|4|ja|ぎんぎつね
3190|4|ja|くじらとり
1783|4|ja|げんしけん
650|4|ja|こわれもの
7964|4|ja|ごんぎつね
8642|4|ja|さんかれあ
10223|4|ja|しらんぷり
1746|3|ja|じゃがいぬ
8899|4|ja|じょしらく
8266|4|ja|そふてにっ
2038|3|ja|たからじま
8797|4|ja|たれぱんだ
8538|4|ja|ちはやふる
5311|4|ja|ちょいすじ
12|4|ja|ちょびっツ
9367|4|ja|てーきゅう
3558|4|ja|どチンピラ
9889|4|ja|どーにゃつ
2675|4|ja|なんだろう
2129|4|ja|ののちゃん
7415|4|ja|はなかっぱ
10111|4|ja|ばらかもん
8129|2|ja|ぱんくんち
9118|4|ja|ぴすとっ☆
7698|4|ja|ぶっちぎり
8133|4|ja|へうげもの
7934|4|ja|べるぜバブ
104|4|ja|ほしのこえ
4544|4|ja|ぼくのぴこ
8319|3|ja|ましフォニ
7224|4|ja|みつどもえ
10090|4|ja|みにヴぁん
10090|2|ja|みにヴァン
9203|4|ja|もののくま
5305|4|ja|もやしもん
4103|4|ja|やどさがし
9964|2|ja|やみしばい
7241|4|ja|やわらかめ
6355|4|ja|ゆるめいつ
4777|4|ja|らき☆すた
1138|4|ja|アーシアン
890|4|ja|イノセンス
1773|4|ja|イートマン
2534|2|ja|ウィッシュ
5917|2|ja|ウサビッチ
7168|2|ja|ウルフガイ
4196|4|ja|エア・ギア
1352|4|ja|エイトマン
8599|4|ja|エコファン
2485|2|ja|エンジェル
8795|4|ja|オトメドリ
7700|4|ja|オフサイド
2178|4|ja|カクレンボ
3609|4|ja|カバトット
1588|4|ja|カプリコン
2779|4|ja|カメレオン
5014|4|ja|ガデュリン
692|4|ja|ガドガード
3109|4|ja|ガンとゴン
1304|4|ja|ガンドレス
7165|4|ja|キャプテン
8449|4|ja|キャラうた
1301|4|ja|キャンパス
9875|4|ja|キルラキル
8791|4|ja|キングダム
845|4|ja|ギブリーズ
9210|4|ja|クリスマス
4892|4|ja|クレイモア
9382|4|ja|クレムリン
2893|2|ja|クローバー
4392|4|ja|ケモノヅメ
1783|2|ja|ゲンシケン
7335|4|ja|コボちゃん
8061|4|ja|コルネリス
9127|2|ja|サイコパス
1830|4|ja|サザエさん
6030|4|ja|ジムボタン
7234|3|ja|ジャイキリ
8767|4|ja|ジュビリー
47|4|ja|スクライド
218|4|ja|スプリガン
8966|4|ja|セレ♡カノ
8966|2|ja|セレ・カノ
6783|2|ja|ソラノヲト
6005|4|ja|タイタニア
5493|4|ja|ダメおやじ
1692|2|ja|ダンクーガ
4629|4|ja|テライユキ
1726|4|ja|ディアーズ
4563|2|ja|デスノート
1236|4|ja|デビルマン
414|2|ja|トゥハート
53|4|ja|トライガン
1780|4|ja|ドテラマン
786|4|ja|ドミニオン
2110|4|ja|ドラえもん
5094|4|ja|ドンキッコ
1169|4|ja|ナチュラル
7316|3|ja|ニャルアニ
6467|4|ja|ニードレス
9882|4|ja|ノブナガン
8669|4|ja|ハルのふえ
2759|4|ja|バロムワン
4043|4|ja|バーバパパ
7247|4|ja|ヒピラくん
2564|4|ja|ビ・ヨンド
866|4|ja|ピアニスト
3481|4|ja|ピグマリオ
4456|2|ja|フウムーン
7890|3|ja|フォアテリ
9520|4|ja|フォトカノ
4957|4|ja|フクちゃん
7873|4|ja|フラクタル
4708|2|ja|フリーダム
2515|4|ja|フーリガン
895|4|ja|プラネテス
7945|3|ja|プリ☆まじ
10151|4|ja|プレゼント
32|4|ja|ヘルシング
745|4|ja|ベターマン
8292|4|ja|ベン・トー
3537|4|ja|ペンダント
3303|4|ja|メダロット
262|4|ja|メモリーズ
2855|2|ja|メルヘヴン
8450|4|ja|モフ☆モフ
1539|4|ja|モンスター
6508|4|ja|ユニバース
8964|4|ja|ライトラグ
5053|4|ja|ラブ★コン
8731|2|ja|ラブリディ
8731|4|ja|ラブリデイ
423|4|ja|レイアース
1202|4|ja|レザーマン
2880|4|ja|ワンサくん
6139|4|ja|ワンナウツ
69|2|ja|ワンピース
1026|4|ja|ヴィシャス
61|4|ko|공각기동대
1587|2|x-kot|다크로우즈
5558|4|ko|도서관전쟁
4549|4|ko|디그레이맨
4381|4|ko|무적철가방
191|4|ko|반항하지마
39|2|ko|슬레이어즈
2190|4|ko|신암행어사
1711|2|ko|징벌예비교
1629|2|ko|츠마미구이
5891|2|x-kot|츠마시보리
8538|4|ko|치하야후루
4892|4|ko|클레이모어
9320|4|ko|태극천자문
6053|2|ko|필살치한인
4917|4|ko|하야테처럼
265|4|ko|시간탐험대 / 돈데크만
9489|4|ja|ロボティカ * ロボティクス
10159|4|ko|꾸루꾸루와 친 구들
420|4|ko|아미테이지 더 써드
8253|4|ja|ゆるめいつ は?
6046|4|ja|こんにちは アン
350|4|ko|슬레이어즈 리턴
5602|2|ko|얼라인먼트 유유
6622|2|ko|트라이앵글 블루
5587|4|ko|디트로이트 메탈 씨티
274|2|ja|レジェンド オブ バサラ
9028|4|ja|しまじろう ヘソカ
1717|4|ko|가오가이거 파이널
5984|2|ko|소꿉친구와 동급생
95|4|ko|슬레이어즈 넥스트
364|4|ko|슬레이어즈 트라이
9371|4|ko|큐티클탐정 이나바
4521|4|ko|코드기어스 반역의 를르슈
8814|4|ja|スウィング アウト シスターズ
6564|4|ja|エンジェル ビーツ!
1353|2|ja|エイトマン アフター
9617|2|ja|オーパーツ オーマン
5723|4|ja|クリスタル ブレイズ
1140|4|ja|サイキック フォース
5027|2|ja|ノラビッツ ミニッツ
2998|4|ja|プリンセス ミネルバ
275|4|ko|바람계곡의 나우시카
2185|4|ko|스트레인저 무황인담
437|4|ko|슬레이어즈 그레이트
349|4|ko|슬레이어즈 완전무결
3480|2|ko|신경쓰이는 룸메이트
9647|2|ko|해저탐험대 마린엑스
9635|2|ko|황금연필과 외계소년
4154|2|ko|스트린젠도 천사들의 개인 교습
874|2|ko|진초신전설 우로츠키 동자 마태전
4570|4|ko|막말기관설 이로하니 호헤토
9519|4|ko|문제아들이 이세계에 온다는 모양인데요?
9635|4|ko|황금연필과 개구장이 외계소년
9093|4|ja|もやしもん リターンズ
1048|4|ja|エンドレス セレナーデ
1018|2|ja|クライング フリーマン
1683|4|ja|マグネロボ ガ・キーン
9332|4|ko|문제아들이 이세계에서 오는 것 같은데요 ?
4783|4|ja|ヴィーナス ヴァーサス ヴァイアラス
6514|4|ja|シンデレラ エクスプレス
5611|4|ja|バットマン ゴッサムナイト
9432|4|ja|ワンピース ロマンスドーン
3146|4|th|ไฟนอล แฟนตาซี: เดอะ สปิริท วิทธิน
1392|4|th|บูริน หมูอวกาศ
10114|2|ja|ベヨネッタ ブラッディフェイト
8394|4|ja|ソッキーズ フロンティアクエスト
6199|4|ja|ワンピース ロマンスドーンストーリー
2142|4|th|มิโกะ คนทรงหุ่นเทวะ
1738|4|ja|マシンロボ ぶっちぎりバトルハッカーズ
854|4|th|ชาช่า หนูน้อยหมวกแดง
558|2|th|เซนกิ จอมอสูรสองหน้า
869|4|th|ชาช่า หนูน้อยหมวกแดง (โอวีเอ)
2179|4|th|คาราส อหังการปักษาทมิฬ
8288|4|ko|부르잖아요, 아자젤 씨.
3527|4|ja|そらのいろ, みずのいろ
10096|4|ja|ぼくだって, きれいにしたいんだ
5435|2|ja|マイセルフ;ユアセルフ
4920|2|ko|아체레란도: 타락천사들의 속삭임
4022|4|ja|いぬかみっ!
7622|4|ja|えむえむっ!
10041|4|ja|さばげぶっ!
7078|4|ja|たまごっち!
8645|4|ja|ちび☆デビ!
6428|4|ja|にゃんこい!
4176|4|ja|ひまわりっ!
9207|4|ja|まんがーる!
10109|4|ja|みーつけた!
10102|4|ja|よーいどん!
6771|4|ja|ウチュレイ!
7672|4|ja|カイチュー!
2844|2|ja|シャッフル!
6055|4|ja|スティッチ!
8926|2|ja|ズーブルズ!
9607|4|ja|チョコタン!
4897|4|ja|バッカーノ!
126|4|ja|ホイッスル!
4693|4|ja|ポコニャン!
9271|2|ko|러브라이브!
10050|4|ja|たまごっち! ~みらくるフレンズ~
4561|4|ja|フォルツァ! ひでまる
6321|4|ja|さぁイコー! たまごっち
6321|2|ja|さあイコー! たまごっち
4759|2|ja|シャッフル! メモリーズ
4716|4|ja|ぷるるんっ! しずくちゃん
4774|2|ja|ハピ☆ラキ! ビックリマン
7355|4|ja|おさわがせ! スーパーベビー
9420|4|ja|たまごっち! ゆめキラドリーム
5642|4|ja|ぷるるんっ! しずくちゃんあはっ☆
7413|4|ja|ひめチェン! おとぎちっくアイドル リルぷりっ
7124|4|ja|ちゅーぶら!!
4572|4|ja|ひまわりっ!!
6671|4|ja|デュラララ!!
10145|4|ja|ハイキュー!!
6575|4|ja|ママぷりっ!?
9699|4|ja|ナツヤスミ.
8889|4|ja|ささみさん@がんばらない
5313|2|ja|ニューハル&ボンス
9444|4|ja|ぴっちぴち♪しずくちゃん
69|4|th|วันพีซ
3651|3|th|ฮารุฮิ
7467|4|ja|あい☆きゃん
9495|4|ja|あいまいみー
1892|4|ja|あかねちゃん
1926|4|ja|あさりちゃん
3078|4|ja|あずきちゃん
8890|4|ja|あっちこっち
1360|4|ja|うしおととら
7892|4|ja|えがおのはな
6868|4|ja|おんぶおばけ
2083|4|ja|かりあげクン
7602|4|ja|くっつきぼし
6685|4|ja|けんぷファー
5278|4|ja|こはるびより
6462|4|ja|ささめきこと
9171|4|ja|さすらいくん
9173|4|ja|しばいたろか
3356|4|ja|すしあざらし
9378|4|ja|たからさがし
8484|4|ja|だぶるじぇい
9391|4|ja|ちゅうずもう
6395|4|ja|つみきのいえ
7315|3|ja|でんゆうでん
1950|4|ja|ななみちゃん
7333|4|ja|のらくろクン
627|4|ja|はだしのゲン
7635|4|ja|ひとりぼっち
912|4|ja|ふぁんたじあ
242|4|ja|ふたりエッチ
2770|4|ja|ぶぶチャチャ
4660|4|ja|へろへろくん
3170|4|ja|ぺとぺとさん
1489|4|ja|ぼくのマリー
7361|4|ja|まことちゃん
7496|4|ja|まめうしくん
7276|4|ja|ゆとりちゃん
19|4|ja|りぜるまいん
8468|4|ja|わすれなぐも
3543|4|ja|わんころべえ
7723|4|ja|アイアンマン
3706|2|ja|アイズピュア
2902|4|ja|アイ・シティ
6111|4|ja|アキバちゃん
1669|4|ja|アクアキッズ
4407|4|ja|アクビガール
1728|4|ja|アンバランス
7338|4|ja|イーグルサム
1220|4|ja|ウインダリア
3384|4|ja|ウォナビーズ
7384|4|ja|ウルヴァリン
634|4|ja|エアマスター
4677|4|ja|エイウォール
8058|4|ja|エックスメン
5137|2|ja|エー・ガール
7381|3|ja|オオカミさん
6515|4|ja|オバタリアン
8492|2|ja|オーガニック
6613|2|ja|カタナガタリ
4082|4|ja|カンブリアン
9334|4|ja|カーニヴァル
1003|4|ja|ガングレイヴ
9493|2|ja|キックハート
1445|4|ja|キャシャーン
6789|2|ja|キャットマン
4654|4|ja|キョロちゃん
3642|4|ja|キングコング
1855|4|ja|ギルスティン
1855|2|ja|ギルステイン
4253|4|ja|クライミライ
5887|2|ja|クラスメイト
4194|4|ja|クレイヴィジ
4579|4|ja|クレオパトラ
6424|4|ja|クロスゲーム
955|4|ja|ゲッターロボ
7884|4|ja|コイ☆セント
7933|2|ja|コッペリオン
8003|4|ja|コルボッコロ
6573|4|ja|ゴリラーマン
2|2|ja|サザンアイズ
2442|4|ja|サムライガン
2124|4|ja|ザ・サムライ
8502|4|ja|シカとカンタ
9354|4|ja|シャケちゃん
5015|2|ja|シークエンス
3472|4|ja|ジャンピング
5730|4|ja|ジュリエット
5065|4|ja|スクーパーズ
590|4|ja|スラムダンク
39|4|ja|スレイヤーズ
6807|4|ja|スーキャット
4982|4|ja|センコロール
2195|2|ja|ゼロテスター
4178|4|ja|ゼーガペイン
4224|2|ja|ソウルリンク
2858|4|ja|ソルティレイ
1350|2|ja|ソルビアンカ
5116|2|ja|ゾンビローン
8919|4|ja|タイトロープ
2546|4|ja|タイムボカン
2182|4|ja|タクティクス
8002|4|ja|タロピカーナ
3338|4|ja|ダイノゾーン
1587|2|ja|ダークロウズ
401|4|ja|ダーティペア
673|2|ja|テクノライズ
1712|4|ja|ディシプリン
2351|2|ja|デッドヒート
5886|4|ja|トライゼット
8184|4|ja|トワノクオン
8206|2|ja|ドッグデイズ
8066|4|ja|ナナとカオル
9280|4|ja|ネトラレヅマ
7038|2|ja|ハッピーデイ
4681|4|ja|バーテンダー
1735|4|ja|バーンナップ
1237|4|ja|パワードール
7412|2|ja|ヒーローマン
2074|4|ja|ビックリマン
653|4|ja|ピュアメール
2743|4|ja|ピーチガール
9009|4|ja|ファッション
8682|4|ja|フイチンさん
4323|4|ja|フラカッパー
7708|4|ja|フリテンくん
7900|4|ja|フリージング
644|2|ja|ブルーシード
7244|4|ja|プランゼット
3293|4|ja|プレイボール
3331|4|ja|プレイヤーズ
8296|4|ja|ペットライフ
8580|4|ja|ペーパーマン
7023|4|ja|ポロンギター
5420|2|ja|マジカルもえ
6072|4|ja|マッハガール
1654|4|ja|マドラックス
9666|4|ja|ムシブギョー
214|4|ja|メゾフォルテ
78|4|ja|メトロポリス
693|4|ja|モルダイバー
5522|4|ja|ヤッターマン
2311|4|ja|ヤマトタケル
9257|4|ja|ヤマノススメ
8508|2|ja|ユーフォリア
4808|4|ja|ライディーン
6235|4|ja|ライドバック
1732|4|ja|ランドロック
14|4|ja|ラーゼフォン
9085|4|ja|リボンちゃん
1818|4|ja|レッドバロン
8551|4|ja|ヴァンパイア
3398|4|ko|꾸러기수비대
4302|2|ko|능욕여자학원
1219|4|ko|바스토프레몬
5531|4|ko|블라스레이터
3078|4|ko|사랑은콩다콩
9257|4|ko|야마노스스메
1958|4|ko|오토기조우시
2511|4|ko|위치블레이드
584|4|ko|은하영웅전설
636|4|ko|피치피치핏치
1995|2|ko|학염칠부사의
8882|2|ja|ドッグデイズ`
5112|4|ja|ドラゴノーツ -ザ・レゾナンス-
1978|2|ko|에트루리아의 탑
8729|4|ko|남자고교생의 일상
5530|4|ko|므네모시네의 딸들
1115|2|ko|에벤부르그의 바람
7953|2|ja|どりふたーず おぶ ざ でっど
2648|4|ja|アンティーク ハート
7729|2|ja|シュタインズ ゲート
3963|4|ja|トゥモロウズ ソング
6020|4|ja|ポロンポロン ポロロ
2022|4|ja|みすてないで デイジー
9820|2|ja|ガッチャマン クラウズ
681|4|ko|수병위인풍첩 용보옥편
8977|4|ja|なんとかして アルガード
6750|4|ja|ウルトラマン カンパニー
2183|4|ja|エレメンタル ジェレイド
7579|2|ja|フォーチュン アテリアル
9595|4|ko|콤퓨터핵전함 폭파대작전
306|4|th|พอร์โค รอสโซ สลัดอากาศประจัญบาน
10150|4|ja|しまじろうと くじらのうた
1251|4|ja|バーンナップ スクランブル
824|4|ja|ボンバーマン ジェッターズ
4772|2|th|โรเซ็น เมเด้น - โหมโรง
33|2|th|แฮปปี้ เลสซั่น
609|4|ja|オーバーマン キングゲイナー
4338|4|ja|サルゲッチュ ～オンエアー～
830|2|ja|ブリガドーン まりんとメラン
2118|2|th|แฮปปี้ เลสซั่น เดอะ ไฟนอล
835|2|th|แฮปปี้ เลสซั่น แอดวานซ์
640|4|th|สแคร๊ป ปริ๊นเซส
84|4|th|ฮิคารุ เซียนโกะ
6082|4|ja|グレンラガン パラレルワークス
645|4|ja|ぱにょぱにょ デ・ジ・キャラット
9789|4|ja|フリージング ヴァイブレーション
4214|4|th|โชเน็น อนเมียวจิ จอมเวทปราบมาร
28|4|th|อากิระ คนไม่ใช่คน
5257|4|th|พุกก้า หมวยซ่าจอมซน
